id,title_romaji,title_english,episodes,status,average_score,popularity,favourites,genres,studios,source,season,start_date,end_date
171,Strange Dawn,,13.0,FINISHED,60.0,1977,9,"Adventure, Drama, Fantasy","Hal Film Maker, Pioneer LDC, WOWOW",ORIGINAL,SUMMER,2000-7-11,2000-9-26
173,tactics,,25.0,FINISHED,67.0,4829,34,"Comedy, Drama, Fantasy, Mystery","Studio DEEN, Studio Izena, MediaNet, Manga Entertainment",MANGA,FALL,2004-10-6,2005-3-30
174,Tenjou Tenge,Tenjho Tenge,24.0,FINISHED,64.0,26538,234,"Action, Drama, Ecchi","MADHOUSE, NBCUniversal Entertainment Japan, Discotek",MANGA,SPRING,2004-4-2,2004-9-17
175,Tokyo Underground,Tokyo Underground,26.0,FINISHED,61.0,4703,34,"Action, Adventure, Romance, Sci-Fi","Studio Pierrot, TV Tokyo Music, Discotek, Dentsu",MANGA,SPRING,2002-4-2,2002-9-24
177,Tsubasa Chronicle,Tsubasa RESERVoir CHRoNiCLE,26.0,FINISHED,70.0,31373,389,"Adventure, Fantasy, Romance","Bee Train, Funimation, NHK, Kodansha, NHK Enterprises",MANGA,SPRING,2005-4-9,2005-10-15
178,Ultra Maniac,Ultramaniac - Magical Girl,26.0,FINISHED,68.0,5229,59,"Comedy, Romance, Supernatural","Ashi Productions, WAO World, Studio Jack",MANGA,SPRING,2003-5-20,2003-11-11
180,Vandread,Vandread,13.0,FINISHED,67.0,12489,151,"Action, Comedy, Mecha, Romance, Sci-Fi","GONZO, GDH, Dentsu, Media Factory",ORIGINAL,FALL,2000-10-3,2000-12-19
181,Vandread: the second stage,Vandread: The Second Stage,13.0,FINISHED,70.0,6891,84,"Action, Comedy, Mecha, Romance, Sci-Fi","GONZO, Funimation",ORIGINAL,FALL,2001-10-5,2002-1-18
182,Tenkuu no Escaflowne,Vision of Escaflowne,26.0,FINISHED,73.0,31313,638,"Adventure, Fantasy, Mecha, Romance","Sunrise, Funimation, Selecta Visión",ORIGINAL,SPRING,1996-4-2,1996-9-24
183,Whistle!,,39.0,FINISHED,68.0,2577,34,Sports,"Studio Comet, Studio Jack",MANGA,SPRING,2002-5-6,2003-2-3
184,Xenosaga: THE ANIMATION,Xenosaga: The Animation,12.0,FINISHED,57.0,3356,29,"Action, Mecha, Sci-Fi","Toei Animation, ADV Films, Funimation, Happinet Pictures",VIDEO_GAME,WINTER,2005-1-6,2005-3-24
185,Initial D,Initial D 1st Stage,26.0,FINISHED,82.0,89597,4700,"Action, Drama, Sports","OB Planning, Funimation, Fuji TV, Studio Comet, Studio Gallop, Pastel, Kodansha",MANGA,SPRING,1998-4-19,1998-12-6
186,Initial D SECOND STAGE,Initial D 2nd Stage,13.0,FINISHED,80.0,46634,883,"Action, Drama, Sports","OB Planning, Funimation, Fuji TV, Pastel, Avex Entertainment",MANGA,FALL,1999-10-15,2000-1-21
189,Love Hina,Love Hina,24.0,FINISHED,66.0,37067,371,"Comedy, Ecchi, Romance, Slice of Life","TV Tokyo, Xebec, Funimation, Yomiko Advertising",MANGA,SPRING,2000-4-19,2000-9-27
193,Maburaho,Maburaho,24.0,FINISHED,61.0,12748,70,"Comedy, Drama, Ecchi, Romance","J.C. Staff, Happinet Pictures, Sony PCL, Kadokawa Shoten, KLOCKWORX, ADV Films",LIGHT_NOVEL,FALL,2003-10-14,2004-4-6
195,Onegai☆Teacher,Please☆Teacher!,12.0,FINISHED,66.0,25510,302,"Comedy, Drama, Romance, Sci-Fi","Bandai Visual, Daume, Genco, Bandai Entertainment",ORIGINAL,WINTER,2002-1-10,2002-3-28
196,Onegai☆Twins,Please☆Twins!,12.0,FINISHED,63.0,12016,83,"Comedy, Drama, Romance","Genco, Lantis, Bandai Entertainment, Daume",ORIGINAL,SUMMER,2003-7-15,2003-10-14
197,Rizelmine,,24.0,FINISHED,59.0,4348,25,"Comedy, Ecchi, Romance, Sci-Fi","MADHOUSE, m.o.e., Imagin",MANGA,SPRING,2002-4-2,2002-12-21
198,Speed Grapher,Speed Grapher,24.0,FINISHED,68.0,19479,172,"Action, Drama, Ecchi, Mystery, Psychological, Supernatural","GONZO, TV Asahi, Funimation, WAO World, TAP",ORIGINAL,SPRING,2005-4-8,2005-9-30
200,Tenshi na Konamaiki,,50.0,FINISHED,69.0,4958,41,"Comedy, Romance, Supernatural","TMS Entertainment, TV Tokyo, ZET, AUDIO PLANNING U",MANGA,SPRING,2002-4-6,2003-3-29
202,Wolf's Rain,Wolf's Rain,26.0,FINISHED,74.0,48927,1018,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi","bones, Bandai Visual, Asatsu DK, Fuji TV, Bandai Entertainment",ORIGINAL,WINTER,2003-1-7,2003-7-29
204,Yumeria,,12.0,FINISHED,55.0,3865,17,"Action, Comedy, Ecchi","Studio DEEN, Sentai Filmworks",VISUAL_NOVEL,WINTER,2004-1-9,2004-3-26
205,Samurai Champloo,Samurai Champloo,26.0,FINISHED,84.0,221342,12102,"Action, Adventure, Comedy","Manglobe, Fuji TV",ORIGINAL,SPRING,2004-5-20,2005-3-19
206,Lodoss-tou Senki: Eiyuu Kishi Den,Record of Lodoss War: Chronicles of the Heroic Knight,27.0,FINISHED,67.0,6473,63,"Action, Adventure, Drama, Fantasy, Romance","AIC, Kadokawa Shoten, Yomiko Advertising, Marubeni",OTHER,SPRING,1998-4-1,1998-9-30
209,R.O.D -THE TV-,R.O.D -THE TV-,26.0,FINISHED,72.0,11431,169,"Action, Drama, Mystery, Sci-Fi","J.C. Staff, Aniplex, Rakuonsha",MANGA,FALL,2003-9-1,2004-3-16
210,Ranma 1/2,Ranma ½,18.0,FINISHED,75.0,43834,1392,"Action, Comedy, Ecchi, Romance, Slice of Life","Studio DEEN, Shogakukan-Shueisha Productions, Kitty Film, Viz Media, Fuji TV, Selecta Visión",MANGA,SPRING,1989-4-15,1989-9-16
218,Kidou Senkan Nadesico,Martian Successor Nadesico,26.0,FINISHED,73.0,13399,236,"Action, Comedy, Mecha, Romance, Sci-Fi","Xebec, Starchild Records, ADV Films, Yomiko Advertising",ORIGINAL,FALL,1996-10-1,1997-3-25
222,MEZZO,Mezzo,13.0,FINISHED,61.0,4931,47,"Action, Adventure, Comedy, Mystery, Sci-Fi","Arms, Sentai Filmworks, Happinet Pictures, Memory-Tech, Studio Pierrot",ORIGINAL,WINTER,2004-1-4,2004-3-28
223,Dragon Ball,Dragon Ball,153.0,FINISHED,78.0,183939,6866,"Action, Adventure, Comedy, Fantasy, Supernatural","Toei Animation, Funimation, Fuji TV",MANGA,WINTER,1986-2-26,1989-4-12
225,Dragon Ball GT,Dragon Ball GT,64.0,FINISHED,63.0,105742,1638,"Action, Adventure, Comedy, Sci-Fi","Toei Animation, Funimation",MANGA,WINTER,1996-2-7,1997-11-19
226,Elfen Lied,Elfen Lied,13.0,FINISHED,68.0,220739,4096,"Action, Drama, Ecchi, Horror, Psychological, Romance, Supernatural","VAP, Arms, Genco, ADV Films, A Line",MANGA,SUMMER,2004-7-25,2004-10-17
228,Jigoku Shoujo,Hell Girl,26.0,FINISHED,71.0,63707,860,"Drama, Horror, Mystery, Psychological, Supernatural","Aniplex, Studio DEEN, Funimation, SKY Perfect Well Think",ORIGINAL,FALL,2005-10-5,2006-4-5
229,Ninin ga Shinobuden,Ninja Nonsense,12.0,FINISHED,64.0,6587,53,Comedy,"ufotable, The Right Stuf International, NYAV Post, Toshiba Entertainment, Happinet Pictures",MANGA,SUMMER,2004-7-10,2004-9-25
230,Air Master,Air Master,27.0,FINISHED,62.0,6436,76,"Action, Adventure, Comedy","Toei Animation, VAP",MANGA,SPRING,2003-4-2,2003-10-1
232,Cardcaptor Sakura,Cardcaptor Sakura,70.0,FINISHED,80.0,83209,5210,"Comedy, Drama, Fantasy, Mahou Shoujo, Romance","MADHOUSE, NBCUniversal Entertainment Japan, NHK, Kodansha, Sogo Vision, YTV, NHK Enterprises, NIS America Inc.",MANGA,SPRING,1998-4-7,2000-3-21
233,Daa! Daa! Daa!,,78.0,FINISHED,71.0,4182,96,"Comedy, Sci-Fi",J.C. Staff,MANGA,SPRING,2000-3-28,2002-2-26
234,Dan Doh!!,,26.0,FINISHED,59.0,1229,7,"Adventure, Sports","Tokyo Kids, Horipro, Bandai Entertainment",MANGA,SPRING,2004-4-3,2004-9-25
235,Meitantei Conan,Case Closed,,RELEASING,81.0,63757,4744,"Adventure, Comedy, Mystery, Psychological","TMS Entertainment, Yomiuri TV, Animax, YTV, TMS-Kyokuchi",MANGA,WINTER,1996-1-8,None-None-None
236,E'S OTHERWISE,E's Otherwise,26.0,FINISHED,59.0,2141,13,"Action, Drama, Sci-Fi","Studio Pierrot, ADV Films, TV Tokyo, Sotsu",MANGA,SPRING,2003-4-1,2003-9-23
237,Koukyoushihen Eureka Seven,Eureka Seven,50.0,FINISHED,77.0,72888,1876,"Action, Adventure, Drama, Mecha, Romance, Sci-Fi","bones, Mainichi Broadcasting System, Ashi Productions, Bandai Entertainment",ORIGINAL,SPRING,2005-4-17,2006-4-2
238,Rekka no Honoo,Flame of Recca,42.0,FINISHED,69.0,10587,149,"Action, Adventure","Studio Pierrot, Discotek, Fuji TV, Shogakukan-Shueisha Productions, Shueisha, Shogakukan",MANGA,SUMMER,1997-7-19,1998-7-10
239,Gankutsuou,Gankutsuou: The Count of Monte Cristo,24.0,FINISHED,79.0,49535,1243,"Drama, Mystery, Sci-Fi, Supernatural, Thriller","GONZO, NBCUniversal Entertainment Japan, GDH, Funimation, Media Factory",OTHER,FALL,2004-10-6,2005-3-30
240,Genshiken,Genshiken,12.0,FINISHED,74.0,33593,445,"Comedy, Slice of Life","Genco, Lantis, Kids Station, Media Blasters, Palm Studio, Toshiba Entertainment",MANGA,FALL,2004-10-10,2004-12-26
241,GIRLS Bravo: first season,Girls Bravo,11.0,FINISHED,57.0,21576,133,"Comedy, Ecchi, Romance","NBCUniversal Entertainment Japan, AIC Spirits, Funimation, Lantis, Kadokawa Shoten, Fuji TV, Studio Jack",MANGA,SUMMER,2004-7-5,2004-9-27
242,Gokusen,The Gokusen,13.0,FINISHED,71.0,9174,135,"Comedy, Drama, Slice of Life","MADHOUSE, VAP, Media Blasters, NYAV Post, Studio Jack",MANGA,WINTER,2004-1-6,2004-3-30
243,Gravitation,Gravitation TV,13.0,FINISHED,62.0,13915,173,"Comedy, Music, Romance","Aniplex, Studio DEEN, Ashi Productions, The Right Stuf International",MANGA,FALL,2000-10-4,2001-1-10
244,Agatha Christie no Meitantei Poirot to Marple,Agatha Christie's Great Detectives Poirot and Marple,39.0,FINISHED,61.0,1705,11,Mystery,"OLM, NHK Enterprises, NHK",OTHER,SUMMER,2004-7-4,2005-5-15
245,GTO,GTO: Great Teacher Onizuka,43.0,FINISHED,84.0,135658,6852,"Comedy, Drama, Slice of Life","Studio Pierrot, Discotek, Aniplex",MANGA,SUMMER,1999-6-30,2000-9-24
246,GROOVE ADVENTURE RAVE,Rave Master,51.0,FINISHED,67.0,16570,182,"Adventure, Comedy, Fantasy, Romance","Studio DEEN, TBS, Kodansha, TOKYOPOP",MANGA,FALL,2001-10-13,2002-9-28
247,Harukanaru Toki no Naka de: Hachiyou Shou,Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians,26.0,FINISHED,63.0,3210,26,"Drama, Fantasy",Yumeta Company,MANGA,FALL,2004-10-6,2005-3-30
248,Ichigo 100%,Strawberry 100%,12.0,FINISHED,61.0,16437,105,"Comedy, Ecchi, Romance","MADHOUSE, Shueisha, TV Asahi",MANGA,SPRING,2005-4-6,2005-6-22
249,Inuyasha,InuYasha,167.0,FINISHED,76.0,141817,5313,"Action, Adventure, Comedy, Fantasy, Romance","Kyoto Animation, Sunrise, Yomiuri TV, Viz Media, Selecta Visión",MANGA,FALL,2000-10-16,2004-9-13
250,Konjiki no Gash Bell!!,Zatch Bell!,150.0,FINISHED,72.0,23357,570,"Adventure, Comedy, Supernatural","Toei Animation, Viz Media, Yomiko Advertising, Fuji TV",MANGA,SPRING,2003-4-6,2006-3-26
251,Kyou kara Maou!,Kyo Kara Maoh! - God (?) Save Our King!,78.0,FINISHED,70.0,15579,259,"Adventure, Comedy, Fantasy","Studio DEEN, NHK",LIGHT_NOVEL,SPRING,2004-4-3,2006-2-25
252,Madlax,,26.0,FINISHED,67.0,8068,78,"Action, Drama, Mystery, Psychological, Supernatural","Bee Train, ADV Films, Victor Entertainment",ORIGINAL,SPRING,2004-4-5,2004-9-27
253,Jungle wa Itsumo Hare nochi Guu,Haré+Guu,26.0,FINISHED,73.0,6103,84,Comedy,"Bandai Visual, Funimation, Shin-Ei Animation",MANGA,SPRING,2001-4-3,2001-9-25
257,Ikkitousen,Battle Vixens: Ikki Tousen,13.0,FINISHED,57.0,26056,202,"Action, Ecchi","J.C. Staff, NBCUniversal Entertainment Japan, Genco, Funimation, Cosmic Ray, Eye Move, Bushiroad",MANGA,SUMMER,2003-7-30,2003-10-22
260,HAPPY☆LESSON (TV),,13.0,FINISHED,61.0,4297,23,"Comedy, Drama, Romance, Slice of Life","KSS, ADV Films",MANGA,SPRING,2002-4-1,2002-6-30
261,HAPPY☆LESSON: ADVANCE,,13.0,FINISHED,62.0,2256,15,"Comedy, Romance, Slice of Life","KSS, Studio Jack",MANGA,SUMMER,2003-7-3,2003-9-28
263,Hajime no Ippo: THE FIGHTING!,Hajime no Ippo: The Fighting!,75.0,FINISHED,86.0,105977,6735,"Comedy, Drama, Sports","MADHOUSE, VAP, NBCUniversal Entertainment Japan, Discotek",MANGA,FALL,2000-10-4,2002-3-27
266,Gunparade March: Arata Naru Kougunka,Gunparade March,12.0,FINISHED,61.0,3004,5,"Drama, Mecha, Romance, Sci-Fi, Slice of Life","J.C. Staff, d-rights, Mainichi Broadcasting System, Media Blasters",VIDEO_GAME,WINTER,2003-2-6,2003-4-24
267,Gungrave,Gungrave,26.0,FINISHED,74.0,30507,576,"Action, Drama, Sci-Fi","MADHOUSE, Funimation",VIDEO_GAME,FALL,2003-10-7,2004-3-30
269,BLEACH,Bleach,366.0,FINISHED,78.0,377122,21779,"Action, Adventure, Supernatural","Studio Pierrot, TV Tokyo, Dentsu, Viz Media",MANGA,FALL,2004-10-5,2012-3-27
270,HELLSING,Hellsing,13.0,FINISHED,71.0,110599,2041,"Action, Horror, Supernatural","GONZO, Funimation, Pioneer LDC",MANGA,FALL,2001-10-11,2002-1-17
271,Gad Guard,Gad Guard,26.0,FINISHED,63.0,3018,25,"Adventure, Mecha, Sci-Fi","GONZO, Funimation, Media Factory, Imagica, Amber Film Works, GDH, Hakuhodo DY Music & Pictures, Fuji TV",ORIGINAL,SPRING,2003-4-16,2003-9-25
272,Noir,,26.0,FINISHED,69.0,20998,246,"Action, Drama, Mystery","Bee Train, Funimation, Victor Entertainment",ORIGINAL,SPRING,2001-4-6,2001-9-28
273,Mahoutsukai ni Taisetsu na Koto,Someday's Dreamers,12.0,FINISHED,64.0,6492,27,"Drama, Slice of Life, Supernatural","J.C. Staff, Rondo Robe, Pioneer LDC, Daiei, Sentai Filmworks",ORIGINAL,WINTER,2003-1-10,2003-3-28
274,Kiddy Grade,Kiddy Grade,24.0,FINISHED,67.0,7324,66,"Action, Ecchi, Mecha, Sci-Fi","GONZO, Funimation, gimik",ORIGINAL,FALL,2002-10-9,2003-3-19
276,Mahoromatic,Mahoromatic: Automatic Maiden,12.0,FINISHED,68.0,13296,127,"Comedy, Ecchi, Romance, Sci-Fi","Gainax, Shaft, TBS, Pioneer LDC, Sentai Filmworks",MANGA,FALL,2001-10-6,2001-12-29
277,Mahoromatic: Motto Utsukushii Mono,Mahoromatic: Something More Beautiful,14.0,FINISHED,67.0,5779,43,"Comedy, Drama, Ecchi, Romance, Sci-Fi","Gainax, Pioneer LDC, Sentai Filmworks, Shaft",MANGA,FALL,2002-9-26,2003-1-16
278,Viewtiful Joe,Viewtiful Joe,51.0,FINISHED,63.0,2623,34,"Action, Comedy, Sci-Fi","TV Tokyo, Group TAC, MediaNet, Capcom",VIDEO_GAME,FALL,2004-10-2,2005-9-24
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Requiem from the Darkness,13.0,FINISHED,66.0,7504,88,"Horror, Mystery, Psychological, Supernatural","Tokyo Movie Shinsha, TMS Entertainment",OTHER,FALL,2003-10-4,2003-12-27
280,Animal Yokochou,Animal Lane,51.0,FINISHED,63.0,927,11,"Adventure, Comedy, Fantasy","Studio Gallop, Dongwoo Animation, TV Tokyo, Dentsu",MANGA,FALL,2005-10-4,2006-9-26
282,Angel Heart,,50.0,FINISHED,66.0,3497,39,"Action, Romance","Aniplex, TMS Entertainment",MANGA,FALL,2005-10-4,2006-9-26
283,Akage no Anne,Anne of Green Gables,50.0,FINISHED,79.0,13247,805,"Drama, Slice of Life",Nippon Animation,OTHER,WINTER,1979-1-7,1979-12-30
284,Area 88 (TV),,12.0,FINISHED,65.0,2869,23,"Action, Drama, Romance","TV Asahi, Group TAC, ADV Films",MANGA,WINTER,2004-1-9,2004-3-26
285,Argento Soma,,25.0,FINISHED,64.0,7079,62,"Action, Adventure, Drama, Mecha, Sci-Fi","Sunrise, Victor Entertainment, Sentai Filmworks",ORIGINAL,FALL,2000-10-6,2001-3-22
286,B’T X,B't X,25.0,FINISHED,65.0,2313,22,"Adventure, Mecha, Sci-Fi","Tokyo Movie Shinsha, TMS-Kyokuchi",MANGA,SPRING,1996-4-6,1996-9-21
287,Grappler Baki (TV),Baki the Grappler,24.0,FINISHED,72.0,30130,542,"Action, Sports","Group TAC, Funimation",MANGA,WINTER,2001-1-9,2001-6-26
288,Bakuten Shoot Beyblade,Beyblade,51.0,FINISHED,65.0,22324,332,"Action, Adventure, Comedy, Sci-Fi, Sports","MADHOUSE, d-rights, Heewon Entertainment, Discotek, Nelvana, DR Movie, Studio Matrix",MANGA,WINTER,2001-1-8,2001-12-24
289,Comic Party,Comic Party,13.0,FINISHED,63.0,4196,37,"Comedy, Drama","OLM, KSS, The Right Stuf International",VISUAL_NOVEL,SPRING,2001-4-2,2001-6-25
290,Seikai no Monshou,Crest of the Stars,13.0,FINISHED,72.0,12842,137,"Action, Romance, Sci-Fi","Sunrise, Bandai Visual, WOWOW, BeSTACK, Funimation",OTHER,WINTER,1999-1-2,1999-3-27
291,D.C.S.S.: Da Capo Second Season,D.C.S.S. ~Da Capo Second Season~,26.0,FINISHED,64.0,5578,24,"Comedy, Drama, Romance, Supernatural",feel.,VISUAL_NOVEL,SUMMER,2005-7-2,2005-12-24
292,Dear Boys,Hoop Days,26.0,FINISHED,62.0,3631,31,"Drama, Sports","OB Planning, Bandai Entertainment, Avex Entertainment, A.C.G.T.",MANGA,SPRING,2003-4-7,2003-9-29
294,Divergence Eve,,13.0,FINISHED,55.0,2703,17,"Adventure, Comedy, Drama, Horror, Mecha, Sci-Fi","Radix, Imagica, Sentai Filmworks",ORIGINAL,SUMMER,2003-7-2,2003-9-24
295,Divergence Eve 2: Misaki Chronicles,Misaki Chronicle: Divergence Eve,13.0,FINISHED,59.0,1438,11,"Mecha, Sci-Fi","Radix, ADV Films, Imagica",ORIGINAL,WINTER,2004-1-3,2004-3-27
296,Dragon Drive,,38.0,FINISHED,63.0,3474,33,"Action, Adventure, Comedy, Fantasy, Sci-Fi","MADHOUSE, Bandai Visual, NAS, Bandai Entertainment, TV Tokyo Music",MANGA,SUMMER,2002-7-4,2003-3-27
297,Grenadier: Hohoemi no Senshi,Grenadier: The Beautiful Warrior,12.0,FINISHED,62.0,8141,40,"Action, Adventure, Comedy, Ecchi","Group TAC, Shouchiku, Kadokawa Shoten, Media Blasters, Toshiba Entertainment, Studio Live",MANGA,FALL,2004-10-14,2005-1-13
298,.hack//Tasogare no Udewa Densetsu,.hack//Legend Of The Twilight,12.0,FINISHED,61.0,9327,46,"Adventure, Comedy, Fantasy, Sci-Fi","Bee Train, Yomiko Advertising, Bandai Entertainment",MANGA,WINTER,2003-1-9,2003-3-27
301,Cinderella Boy,,13.0,FINISHED,59.0,1881,13,"Action, Adventure, Comedy, Mystery",Magic Bus,MANGA,SUMMER,2003-6-24,2003-9-16
302,Mirai Shounen Conan,Future Boy Conan,26.0,FINISHED,77.0,12664,328,"Adventure, Drama, Sci-Fi","Nippon Animation, GKids",OTHER,SPRING,1978-4-4,1978-10-31
306,Abenobashi Mahou☆Shoutengai,Magical Shopping Arcade Abenobashi,13.0,FINISHED,69.0,18824,180,"Comedy, Ecchi, Fantasy","Gainax, MADHOUSE, ADV Films, Imagica",ORIGINAL,SPRING,2002-4-4,2002-6-27
307,Kerokko Demetan,,39.0,FINISHED,58.0,492,12,Comedy,Tatsunoko Production,ORIGINAL,WINTER,1973-1-2,1973-9-25
308,Zettai Shounen,,26.0,FINISHED,64.0,5255,50,"Drama, Fantasy, Mystery, Sci-Fi","Ajiado, Mellow Head, Genco, Ginga Ya, Trilogy Future Studio, Bandai Visual",ORIGINAL,SPRING,2005-5-21,2005-11-19
310,"Chiisana Obake Acchi, Kocchi, Socchi",Three Little Ghosts,50.0,FINISHED,54.0,364,2,"Comedy, Supernatural",Studio Pierrot,OTHER,SPRING,1991-4-9,1992-4-7
311,Ace wo Nerae!,Aim for the Ace!,26.0,FINISHED,70.0,6489,143,"Drama, Sports","MADHOUSE, Tokyo Movie Shinsha, Mainichi Broadcasting System, Anime Room, Tokyo Animation Film, Imagica, King Records, Studio Sign, Discotek",MANGA,FALL,1973-10-5,1974-3-29
318,HAND MAID May,Hand Maid May,10.0,FINISHED,62.0,5006,42,"Comedy, Ecchi, Romance, Sci-Fi","NBCUniversal Entertainment Japan, TNK, Ashi Productions, Pioneer LDC, Cosmic Ray",ORIGINAL,SUMMER,2000-7-26,2000-9-27
321,Najica Dengeki Sakusen,Najica Blitz Tactics,12.0,FINISHED,56.0,2726,16,"Action, Comedy, Ecchi, Sci-Fi","Studio Fantasia, ADV Films, Media Factory, Amber Film Works",ORIGINAL,FALL,2001-10-5,2001-12-28
322,Paradise Kiss,,12.0,FINISHED,77.0,46907,2113,"Comedy, Drama, Romance, Slice of Life","MADHOUSE, Aniplex, Fuji TV, Dentsu",MANGA,FALL,2005-10-13,2005-12-29
323,Mousou Dairinin,Paranoia Agent,13.0,FINISHED,76.0,101065,2862,"Drama, Mystery, Psychological, Supernatural, Thriller","MADHOUSE, Asmik Ace, Geneon Entertainment, Tohokushinsha Film Corporation, WOWOW, Techno Sound, Chaos Union",ORIGINAL,WINTER,2004-2-3,2004-5-18
324,Kidou Keisatsu Patlabor ON TELEVISION,Patlabor the Mobile Police,47.0,FINISHED,76.0,10899,295,"Comedy, Mecha, Sci-Fi","Touhouku Shinsha, Maiden Japan, Sunrise",ORIGINAL,FALL,1989-10-11,1990-9-26
325,Peach Girl,Peach Girl: Super Pop Love Hurricane,25.0,FINISHED,64.0,16614,262,"Drama, Romance, Slice of Life","TV Tokyo, Nomad, Marvelous Entertainment, Funimation, Studio Comet, Studio Jack",MANGA,WINTER,2005-1-8,2005-6-25
326,Petshop of Horrors,Petshop of Horrors,4.0,FINISHED,67.0,13401,216,"Horror, Mystery, Psychological, Supernatural","MADHOUSE, Trans Arts, TBS, Sentai Filmworks",MANGA,WINTER,1999-3-2,1999-3-23
327,Puchi Puri * Yuushi,Petite Princess Yucie,26.0,FINISHED,69.0,3528,59,"Comedy, Fantasy","Gainax, AIC",ORIGINAL,FALL,2002-9-30,2003-3-24
328,PIANO,Piano: The Melody of a Young Girl's Heart,10.0,FINISHED,57.0,1696,8,"Drama, Music, Romance, Slice of Life","OLM, The Right Stuf International, NYAV Post",ORIGINAL,FALL,2002-11-11,2003-1-13
329,Planetes,Planetes,26.0,FINISHED,80.0,51431,1105,"Drama, Romance, Sci-Fi, Slice of Life","Sunrise, Bandai Visual, Bandai Entertainment",MANGA,FALL,2003-10-4,2004-4-17
330,Midori no Hibi,Midori Days,13.0,FINISHED,68.0,26425,296,"Comedy, Drama, Ecchi, Romance, Slice of Life, Supernatural","Studio Pierrot, Bandai Visual, Lantis, Media Blasters, NYAV Post, Toho, Shogakukan",MANGA,SPRING,2004-4-4,2004-6-27
331,Mahoujin Guru Guru,Magical Circle Guru Guru,45.0,FINISHED,71.0,3241,45,"Adventure, Comedy, Fantasy",Nippon Animation,MANGA,FALL,1994-10-13,1995-9-14
332,Doki Doki Densetsu: Mahoujin Guru Guru,Magical Circle Guru Guru 2,38.0,FINISHED,66.0,1094,7,"Comedy, Fantasy",Nippon Animation,MANGA,SPRING,2000-4-4,2000-12-26
333,Mama wa Shougaku 4 Nensei,,51.0,FINISHED,71.0,1892,25,"Comedy, Drama, Sci-Fi",Sunrise,ORIGINAL,WINTER,1992-1-10,1992-12-25
334,Marmalade Boy,Marmalade Boy,76.0,FINISHED,70.0,10383,156,"Comedy, Drama, Romance, Slice of Life","Toei Animation, Discotek",MANGA,SPRING,1994-3-13,1995-9-3
335,Matantei Loki RAGNAROK,Mythical Detective Loki Ragnarok,26.0,FINISHED,67.0,5628,47,"Comedy, Mystery, Supernatural","TV Tokyo, Studio DEEN, ADV Films, Rakuonsha, Sentai Filmworks, MediaNet",MANGA,SPRING,2003-4-5,2003-9-27
336,Ginyuu Mokushiroku Meine Liebe,,13.0,FINISHED,58.0,2116,11,"Drama, Fantasy","Bee Train, Rondo Robe",VISUAL_NOVEL,FALL,2004-11-4,2005-2-3
338,Versailles no Bara,Lady Oscar: The Rose of Versailles,40.0,FINISHED,81.0,27114,1466,"Adventure, Drama, Romance","Tokyo Movie Shinsha, The Right Stuf International",MANGA,FALL,1979-10-10,1980-9-3
339,serial experiments lain,Serial Experiments Lain,13.0,FINISHED,80.0,189438,11326,"Drama, Mystery, Psychological, Sci-Fi, Supernatural","TV Tokyo, NBCUniversal Entertainment Japan, Genco, Funimation, Triangle Staff, Pioneer LDC, TV Tokyo Music, Fujipacific Music",ORIGINAL,SUMMER,1998-7-6,1998-9-28
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,Time of Shura,26.0,FINISHED,71.0,3527,32,Action,"Studio Comet, Media Blasters, NYAV Post, Sotsu, TV Tokyo",MANGA,SPRING,2004-4-6,2004-9-28
341,Spiral: Suiri no Kizuna,Spiral: Bond of Reasoning,25.0,FINISHED,66.0,6781,71,"Comedy, Drama, Mystery","J.C. Staff, TV Tokyo, Aniplex, Sotsu, Funimation, SME Visual Works",MANGA,FALL,2002-10-1,2003-3-25
342,Starship Operators,,13.0,FINISHED,64.0,3238,19,"Drama, Sci-Fi","J.C. Staff, NBCUniversal Entertainment Japan",LIGHT_NOVEL,WINTER,2005-1-5,2005-3-30
343,Tsukuyomi: MOON PHASE,MoonPhase,25.0,FINISHED,65.0,13073,93,"Comedy, Romance, Supernatural","Shaft, Funimation",MANGA,FALL,2004-10-4,2005-3-28
344,Futatsu no Spica,Twin Spica,20.0,FINISHED,69.0,2700,35,"Drama, Sci-Fi, Supernatural","Group TAC, NHK",MANGA,FALL,2003-11-1,2004-3-27
345,Eikoku Koi Monogatari Emma,Emma: A Victorian Romance,12.0,FINISHED,74.0,12270,171,"Drama, Romance, Slice of Life","Studio Pierrot, Pony Canyon, TBS, The Right Stuf International, Toshiba Entertainment",MANGA,SPRING,2005-4-3,2005-6-19
347,Wild Arms: Twilight Venom,,22.0,FINISHED,62.0,1563,15,"Action, Adventure, Fantasy, Sci-Fi","Bee Train, Production I.G, Aniplex, WOWOW, ADV Films",VIDEO_GAME,FALL,1999-10-18,2000-3-27
